Epoch,IDBatch,Loss,Accuracy
0.0,0.0,3236.874755859375,0.1588326096534729
0.0,1.0,2876.3154296875,0.13323834538459778
0.0,2.0,2808.8291015625,0.17935748398303986
0.0,3.0,2599.468994140625,0.17413246631622314
0.0,4.0,2372.95556640625,0.16384971141815186
0.0,5.0,1923.0816650390625,0.17091688513755798
0.0,6.0,2032.442138671875,0.16563400626182556
0.0,7.0,1924.2896728515625,0.3513270318508148
0.0,8.0,1892.9678955078125,0.3437669277191162
0.0,9.0,2008.305908203125,0.2588539719581604
0.0,10.0,1604.3837890625,0.34366375207901
0.0,11.0,1937.2767333984375,0.30556637048721313
0.0,12.0,1832.685546875,0.27871936559677124
0.0,13.0,1796.670654296875,0.3357957601547241
0.0,14.0,1744.997314453125,0.33882322907447815
0.0,15.0,1657.65185546875,0.312881201505661
0.0,16.0,1774.2677001953125,0.3544214069843292
0.0,17.0,1877.3262939453125,0.33569660782814026
0.0,18.0,1642.95556640625,0.35527288913726807
0.0,19.0,1542.0596923828125,0.3700181245803833
0.0,20.0,1660.520751953125,0.36971181631088257
0.0,21.0,1843.7056884765625,0.3427261412143707
0.0,22.0,1752.5380859375,0.16928035020828247
0.0,23.0,1594.37890625,0.16787748038768768
0.0,24.0,1665.76318359375,0.16256578266620636
0.0,25.0,1771.103515625,0.15857599675655365
0.0,26.0,1860.1448974609375,0.14440011978149414
0.0,27.0,1590.7625732421875,0.16434046626091003
0.0,28.0,1606.93310546875,0.22720502316951752
0.0,29.0,1578.1248779296875,0.2689783275127411
0.0,30.0,1449.177001953125,0.2596041262149811
0.0,31.0,1717.578369140625,0.2547423839569092
0.0,32.0,1579.45556640625,0.3110330104827881
0.0,33.0,1820.42431640625,0.2552024722099304
0.0,34.0,1543.3834228515625,0.2467445433139801
0.0,35.0,1432.4674072265625,0.2836603820323944
0.0,36.0,1530.5714111328125,0.29917627573013306
0.0,37.0,1652.6519775390625,0.30361637473106384
0.0,38.0,1546.25537109375,0.2862660586833954
0.0,39.0,1562.3863525390625,0.15177412331104279
0.0,40.0,1470.03271484375,0.13268809020519257
0.0,41.0,1463.452880859375,0.16233733296394348
0.0,42.0,1582.682373046875,0.15891045331954956
0.0,43.0,1459.913330078125,0.1530998945236206
0.0,44.0,1729.0682373046875,0.15174129605293274
0.0,45.0,1600.3778076171875,0.16974566876888275
0.0,46.0,1611.962646484375,0.14758163690567017
0.0,47.0,1837.296875,0.15530705451965332
0.0,48.0,1522.1197509765625,0.15242807567119598
0.0,49.0,1583.9176025390625,0.14823347330093384
0.0,50.0,1599.2314453125,0.14759942889213562
0.0,51.0,1645.87109375,0.1701619029045105
0.0,52.0,1370.66357421875,0.15233488380908966
0.0,53.0,1591.5955810546875,0.1413535177707672
0.0,54.0,1447.07666015625,0.14535856246948242
0.0,55.0,1533.9384765625,0.14237377047538757
0.0,56.0,1607.9915771484375,0.23077544569969177
0.0,57.0,1708.322998046875,0.28224265575408936
0.0,58.0,1502.737548828125,0.3321821391582489
0.0,59.0,1591.50830078125,0.3168565034866333
0.0,60.0,1392.7679443359375,0.30398380756378174
0.0,61.0,1462.7059326171875,0.3153581917285919
0.0,62.0,1547.6109619140625,0.30917879939079285
0.0,63.0,1549.69091796875,0.22372180223464966
0.0,64.0,1613.3360595703125,0.2190258651971817
0.0,65.0,1502.03955078125,0.2244645655155182
0.0,66.0,1497.939453125,0.21915210783481598
0.0,67.0,1493.2515869140625,0.22569337487220764
0.0,68.0,1548.0645751953125,0.21861019730567932
0.0,69.0,1490.0728759765625,0.32883092761039734
0.0,70.0,1672.9637451171875,0.27538806200027466
0.0,71.0,1384.760498046875,0.2994508743286133
0.0,72.0,1476.9681396484375,0.3038690686225891
0.0,73.0,1461.7373046875,0.3265468180179596
0.0,74.0,1578.1195068359375,0.26602286100387573
0.0,75.0,1543.5859375,0.30735838413238525
0.0,76.0,1468.729736328125,0.31503891944885254
0.0,77.0,1492.6534423828125,0.2982988953590393
0.0,78.0,1457.7596435546875,0.3077089786529541
0.0,79.0,1424.2994384765625,0.27141374349594116
0.0,80.0,1388.2982177734375,0.2749544382095337
0.0,81.0,1480.9144287109375,0.29239022731781006
0.0,82.0,1449.2144775390625,0.2750094532966614
0.0,83.0,1443.2899169921875,0.3016483783721924
0.0,84.0,1454.7044677734375,0.3022560477256775
0.0,85.0,1477.89697265625,0.29579299688339233
0.0,86.0,1453.6856689453125,0.3157026469707489
0.0,87.0,1290.2630615234375,0.3096669018268585
0.0,88.0,1552.8392333984375,0.287880539894104
0.0,89.0,1536.0626220703125,0.3064594566822052
0.0,90.0,1496.951416015625,0.3193501830101013
0.0,91.0,1465.99951171875,0.3172900080680847
0.0,92.0,1356.741943359375,0.3093722462654114
0.0,93.0,1369.133544921875,0.31370803713798523
0.0,94.0,1383.52490234375,0.3067384362220764
0.0,95.0,1504.9332275390625,0.29572388529777527
0.0,96.0,1491.43115234375,0.29010531306266785
0.0,97.0,1399.5338134765625,0.2956637740135193
0.0,98.0,1530.9168701171875,0.2978172302246094
0.0,99.0,1444.3330078125,0.3046078085899353
0.0,100.0,1380.0921630859375,0.2929442524909973
0.0,101.0,1524.1905517578125,0.28213632106781006
0.0,102.0,1392.045166015625,0.30768710374832153
0.0,103.0,1524.9078369140625,0.3154498338699341
0.0,104.0,1327.5992431640625,0.303905189037323
0.0,105.0,1403.0673828125,0.31326502561569214
0.0,106.0,1393.1083984375,0.3210259974002838
0.0,107.0,1327.1783447265625,0.30716997385025024
0.0,108.0,1306.3768310546875,0.2808292508125305
0.0,109.0,1408.8162841796875,0.2997998595237732
0.0,110.0,1386.14697265625,0.3121192157268524
0.0,111.0,1302.4832763671875,0.3040451407432556
0.0,112.0,1381.9637451171875,0.32276156544685364
0.0,113.0,1496.6048583984375,0.29626911878585815
0.0,114.0,1316.1368408203125,0.31261906027793884
0.0,115.0,1377.394287109375,0.31161677837371826
0.0,116.0,1506.3970947265625,0.30005162954330444
0.0,117.0,1511.7923583984375,0.3015798330307007
0.0,118.0,1437.094970703125,0.3099333643913269
0.0,119.0,1399.0311279296875,0.30756068229675293
0.0,120.0,1496.7694091796875,0.27300339937210083
0.0,121.0,1477.8046875,0.2883897125720978
0.0,122.0,1452.211181640625,0.2872655391693115
0.0,123.0,1425.1463623046875,0.29578423500061035
0.0,124.0,1430.9075927734375,0.2820381224155426
0.0,125.0,1348.337158203125,0.2978367805480957
0.0,126.0,1345.08935546875,0.29851654171943665
0.0,127.0,1390.9390869140625,0.3116512596607208
0.0,128.0,1237.38720703125,0.3145985007286072
0.0,129.0,1485.7750244140625,0.3097076117992401
0.0,130.0,1455.90869140625,0.29432836174964905
0.0,131.0,1451.6104736328125,0.289930522441864
0.0,132.0,1627.0150146484375,0.28384196758270264
0.0,133.0,1539.6959228515625,0.29046934843063354
0.0,134.0,1358.009521484375,0.3119458258152008
0.0,135.0,1363.2578125,0.2888514995574951
0.0,136.0,1418.446044921875,0.29001790285110474
0.0,137.0,1462.733642578125,0.28752586245536804
0.0,138.0,1403.3428955078125,0.30060315132141113
0.0,139.0,1347.8421630859375,0.2950901389122009
0.0,140.0,1233.199462890625,0.29180100560188293
0.0,141.0,1341.378662109375,0.2949647903442383
0.0,142.0,1368.2432861328125,0.3123840093612671
0.0,143.0,1387.527587890625,0.29025569558143616
0.0,144.0,1363.9285888671875,0.3045452833175659
0.0,145.0,1385.7646484375,0.2995204031467438
0.0,146.0,1385.7344970703125,0.15885454416275024
0.0,147.0,1328.34033203125,0.15171238780021667
0.0,148.0,1295.0494384765625,0.33481329679489136
0.0,149.0,1437.87353515625,0.29021501541137695
0.0,150.0,1311.798095703125,0.3201420307159424
0.0,151.0,1168.70703125,0.31036344170570374
0.0,152.0,1483.5921630859375,0.2668913006782532
0.0,153.0,1591.4302978515625,0.25488147139549255
0.0,154.0,1391.69140625,0.25624603033065796
0.0,155.0,1456.7569580078125,0.2774856388568878
0.0,156.0,1464.6768798828125,0.2797441780567169
0.0,157.0,1472.444580078125,0.299116313457489
0.0,158.0,1272.624267578125,0.3038502633571625
0.0,159.0,1254.169677734375,0.2914845943450928
0.0,160.0,1388.108642578125,0.29073959589004517
0.0,161.0,1197.6036376953125,0.33026155829429626
0.0,162.0,1351.42041015625,0.30470380187034607
0.0,163.0,1433.6356201171875,0.3183935880661011
0.0,164.0,1499.69287109375,0.29836589097976685
0.0,165.0,1410.666748046875,0.2931949198246002
0.0,166.0,1330.8206787109375,0.2798624336719513
0.0,167.0,1280.54443359375,0.29703137278556824
0.0,168.0,1399.4195556640625,0.30043795704841614
0.0,169.0,1514.96484375,0.29696106910705566
0.0,170.0,1464.2122802734375,0.29864051938056946
0.0,171.0,1349.351806640625,0.30302679538726807
0.0,172.0,1363.070068359375,0.2814529240131378
0.0,173.0,941.9925537109375,0.2666495144367218
1.0,0.0,1130.585693359375,0.291069895029068
1.0,1.0,1054.6385498046875,0.2983296513557434
1.0,2.0,1103.38427734375,0.30546313524246216
1.0,3.0,1082.0018310546875,0.2924611270427704
1.0,4.0,1060.1717529296875,0.289365291595459
1.0,5.0,1118.7689208984375,0.29150596261024475
1.0,6.0,1060.2427978515625,0.3364173471927643
1.0,7.0,1130.627685546875,0.29549258947372437
1.0,8.0,1112.29150390625,0.30585238337516785
1.0,9.0,1130.510498046875,0.28824466466903687
1.0,10.0,1067.277587890625,0.27295204997062683
1.0,11.0,1065.4093017578125,0.17747892439365387
1.0,12.0,1102.71875,0.20920145511627197
1.0,13.0,1044.0338134765625,0.2235359400510788
1.0,14.0,962.3075561523438,0.1876598596572876
1.0,15.0,1136.4259033203125,0.2953437566757202
1.0,16.0,1104.9013671875,0.2976953089237213
1.0,17.0,1059.7796630859375,0.23901140689849854
1.0,18.0,902.4232788085938,0.20968589186668396
1.0,19.0,1081.97900390625,0.22844237089157104
1.0,20.0,1084.5108642578125,0.22122152149677277
1.0,21.0,1235.6014404296875,0.21833017468452454
1.0,22.0,977.632080078125,0.22989089787006378
1.0,23.0,1081.7271728515625,0.23254293203353882
1.0,24.0,1059.9140625,0.22873029112815857
1.0,25.0,1094.3939208984375,0.31200993061065674
1.0,26.0,1138.8148193359375,0.29092568159103394
1.0,27.0,1083.2318115234375,0.3185027539730072
1.0,28.0,1041.4180908203125,0.31357133388519287
1.0,29.0,1184.7694091796875,0.29080939292907715
