Epoch,IDBatch,Loss,Accuracy
0.0,0.0,3134.401611328125,0.16818632185459137
0.0,1.0,3087.592529296875,0.16354061663150787
0.0,2.0,2790.157958984375,0.15062665939331055
0.0,3.0,2292.83740234375,0.16815081238746643
0.0,4.0,2446.34716796875,0.16624820232391357
0.0,5.0,2249.863525390625,0.18124446272850037
0.0,6.0,2068.02734375,0.16883349418640137
0.0,7.0,1874.5726318359375,0.18057841062545776
0.0,8.0,1903.430419921875,0.17618384957313538
0.0,9.0,1851.6602783203125,0.16657784581184387
0.0,10.0,1816.2728271484375,0.35247889161109924
0.0,11.0,1766.5584716796875,0.34153053164482117
0.0,12.0,1695.1424560546875,0.37879839539527893
0.0,13.0,1682.4150390625,0.3355976343154907
0.0,14.0,1928.450927734375,0.3140038549900055
0.0,15.0,1971.7445068359375,0.32361677289009094
0.0,16.0,1887.1875,0.323162317276001
0.0,17.0,1790.5826416015625,0.33106428384780884
0.0,18.0,1756.1170654296875,0.3173689842224121
0.0,19.0,1785.83447265625,0.17557352781295776
0.0,20.0,1852.9571533203125,0.1343105137348175
0.0,21.0,1647.92529296875,0.15336297452449799
0.0,22.0,1800.155029296875,0.14945447444915771
0.0,23.0,1680.7430419921875,0.14189690351486206
0.0,24.0,1687.8662109375,0.1515432447195053
0.0,25.0,1708.8990478515625,0.15791171789169312
0.0,26.0,1630.4835205078125,0.17240028083324432
0.0,27.0,1526.0916748046875,0.16974268853664398
0.0,28.0,1703.0341796875,0.1698644459247589
0.0,29.0,1610.7303466796875,0.16303092241287231
0.0,30.0,1634.0238037109375,0.3034495711326599
0.0,31.0,1624.91748046875,0.3276766538619995
0.0,32.0,1672.7977294921875,0.3273899257183075
0.0,33.0,1732.5274658203125,0.31530725955963135
0.0,34.0,1480.424560546875,0.3027115762233734
0.0,35.0,1567.8570556640625,0.1629355549812317
0.0,36.0,1589.815673828125,0.15034371614456177
0.0,37.0,1718.23828125,0.13764998316764832
0.0,38.0,1561.7210693359375,0.2598668038845062
0.0,39.0,1443.289306640625,0.1569904386997223
0.0,40.0,1597.50048828125,0.1404411345720291
0.0,41.0,1693.0723876953125,0.1684151589870453
0.0,42.0,1517.44580078125,0.15879234671592712
0.0,43.0,1499.3087158203125,0.1528829038143158
0.0,44.0,1471.6522216796875,0.1814088523387909
0.0,45.0,1472.178955078125,0.14922988414764404
0.0,46.0,1551.4708251953125,0.15703880786895752
0.0,47.0,1683.9912109375,0.1423470377922058
0.0,48.0,1607.129638671875,0.15930712223052979
0.0,49.0,1547.313720703125,0.30289578437805176
0.0,50.0,1458.76611328125,0.3355790376663208
0.0,51.0,1650.450927734375,0.29744935035705566
0.0,52.0,1591.6005859375,0.29516565799713135
0.0,53.0,1697.2410888671875,0.2959034740924835
0.0,54.0,1509.8411865234375,0.2893560826778412
0.0,55.0,1546.6815185546875,0.29177325963974
0.0,56.0,1463.451416015625,0.2726488411426544
0.0,57.0,1442.66259765625,0.27968621253967285
0.0,58.0,1420.1195068359375,0.23584721982479095
0.0,59.0,1646.4344482421875,0.20790016651153564
0.0,60.0,1739.9228515625,0.23236191272735596
0.0,61.0,1545.875,0.24226093292236328
0.0,62.0,1632.4996337890625,0.15730783343315125
0.0,63.0,1661.6539306640625,0.15645283460617065
0.0,64.0,1585.85400390625,0.16960693895816803
0.0,65.0,1561.3861083984375,0.1699550747871399
0.0,66.0,1617.10693359375,0.2877826988697052
0.0,67.0,1488.2850341796875,0.1365080326795578
0.0,68.0,1599.865478515625,0.20129890739917755
0.0,69.0,1315.7872314453125,0.1824556589126587
0.0,70.0,1592.38134765625,0.20081552863121033
0.0,71.0,1577.5001220703125,0.18833234906196594
0.0,72.0,1600.035888671875,0.16129139065742493
0.0,73.0,1486.08935546875,0.14371851086616516
0.0,74.0,1525.9674072265625,0.13620443642139435
0.0,75.0,1649.5732421875,0.17521749436855316
0.0,76.0,1586.089111328125,0.2146105319261551
0.0,77.0,1628.8040771484375,0.19219551980495453
0.0,78.0,1511.8863525390625,0.2020394206047058
0.0,79.0,1553.5614013671875,0.20680531859397888
0.0,80.0,1424.3463134765625,0.2583896219730377
0.0,81.0,1413.6131591796875,0.21931612491607666
0.0,82.0,1212.3955078125,0.30617663264274597
0.0,83.0,1546.97705078125,0.31186443567276
0.0,84.0,1514.331298828125,0.28557029366493225
0.0,85.0,1359.146728515625,0.31753575801849365
0.0,86.0,1472.2554931640625,0.2994360327720642
0.0,87.0,1438.3065185546875,0.2814055383205414
0.0,88.0,1426.421875,0.2786203622817993
0.0,89.0,1546.701416015625,0.30178630352020264
0.0,90.0,1383.662841796875,0.27939119935035706
0.0,91.0,1665.852783203125,0.28959017992019653
